0.000000 0.000000
1.000000 	 0.250000 
1.000000 	 0.038400 
1.000000 	 0.187500 
1.000000 	 0.036925 
1.000000 	 0.152344 
1.000000 	 0.035562 
1.000000 	 0.129135 
1.000000 	 0.034297 
1.000000 	 0.112459 
1.000000 	 0.033121 
1.000000 	 0.099812 
1.000000 	 0.032024 
1.000000 	 0.089850 
1.000000 	 0.030998 
1.000000 	 0.081777 
1.000000 	 0.030038 
1.000000 	 0.075089 
1.000000 	 0.029135 
1.000000 	 0.069451 
1.000000 	 0.028286 
1.000000 	 0.064627 
1.000000 	 0.027486 
1.000000 	 0.060451 
1.000000 	 0.026731 
1.000000 	 0.056796 
1.000000 	 0.026016 
1.000000 	 0.053571 
1.000000 	 0.025339 
1.000000 	 0.050701 
1.000000 	 0.024697 
1.000000 	 0.048130 
1.000000 	 0.024087 
1.000000 	 0.045814 
1.000000 	 0.023507 
1.000000 	 0.043715 
1.000000 	 0.022955 
1.000000 	 0.041804 
1.000000 	 0.022428 
1.000000 	 0.040056 
1.000000 	 0.021925 
1.000000 	 0.038452 
1.000000 	 0.021444 
1.000000 	 0.036973 
1.000000 	 0.020984 
1.000000 	 0.035606 
1.000000 	 0.020544 
1.000000 	 0.034338 
1.000000 	 0.020122 
1.000000 	 0.033159 
1.000000 	 0.019717 
1.000000 	 0.032060 
1.000000 	 0.019328 
1.000000 	 0.031032 
1.000000 	 0.018955 
1.000000 	 0.030069 
1.000000 	 0.018595 
1.000000 	 0.029165 
1.000000 	 0.018249 
1.000000 	 0.028314 
1.000000 	 0.017916 
1.000000 	 0.027513 
1.000000 	 0.017595 
1.000000 	 0.026756 
1.000000 	 0.017286 
1.000000 	 0.026040 
1.000000 	 0.016987 
1.000000 	 0.025362 
1.000000 	 0.016698 
1.000000 	 0.024718 
1.000000 	 0.016420 
1.000000 	 0.024107 
1.000000 	 0.016150 
1.000000 	 0.023526 
1.000000 	 0.015889 
1.000000 	 0.022973 
1.000000 	 0.015637 
1.000000 	 0.022445 
1.000000 	 0.015392 
1.000000 	 0.021941 
1.000000 	 0.015155 
1.000000 	 0.021460 
1.000000 	 0.014926 
1.000000 	 0.020999 
1.000000 	 0.014703 
1.000000 	 0.020558 
1.000000 	 0.014487 
1.000000 	 0.020136 
1.000000 	 0.014277 
1.000000 	 0.019730 
1.000000 	 0.014073 
1.000000 	 0.019341 
1.000000 	 0.013875 
1.000000 	 0.018967 
1.000000 	 0.013682 
1.000000 	 0.018607 
1.000000 	 0.013495 
1.000000 	 0.018261 
1.000000 	 0.013313 
1.000000 	 0.017927 
1.000000 	 0.013136 
1.000000 	 0.017606 
1.000000 	 0.012963 
1.000000 	 0.017296 
1.000000 	 0.012795 
1.000000 	 0.016997 
1.000000 	 0.012632 
1.000000 	 0.016708 
1.000000 	 0.012472 
1.000000 	 0.016429 
1.000000 	 0.012316 
1.000000 	 0.016159 
1.000000 	 0.012165 
1.000000 	 0.015898 
1.000000 	 0.012017 
1.000000 	 0.015645 
1.000000 	 0.011872 
1.000000 	 0.015400 
1.000000 	 0.011731 
1.000000 	 0.015163 
1.000000 	 0.011594 
1.000000 	 0.014933 
1.000000 	 0.011459 
1.000000 	 0.014710 
1.000000 	 0.011328 
1.000000 	 0.014494 
1.000000 	 0.011200 
1.000000 	 0.014284 
1.000000 	 0.011074 
1.000000 	 0.014080 
1.000000 	 0.010952 
1.000000 	 0.013882 
1.000000 	 0.010832 
1.000000 	 0.013689 
1.000000 	 0.010714 
1.000000 	 0.013501 
1.000000 	 0.010600 
1.000000 	 0.013319 
1.000000 	 0.010487 
1.000000 	 0.013142 
1.000000 	 0.010377 
1.000000 	 0.012969 
1.000000 	 0.010270 
1.000000 	 0.012801 
1.000000 	 0.010164 
1.000000 	 0.012637 
1.000000 	 0.010061 
1.000000 	 0.012477 
1.000000 	 0.009960 
